"days2100","period_type","gtin_classifier_id","gtin_cluster_id","sid_classifier_id","sid_cluster_id","cnt","price","selling_distribution"
-28642,m,1,6811,2,61,18,2954851.0,9.6970
-28642,m,1,6819,2,23,775,17816946,61.2205
-28642,m,1,6826,2,46,80,6461888.0,5.8000
-28642,m,1,6827,2,32,628,142763808,25.3194
-28642,m,1,6828,2,3,3,115100.0,0.2681
-28642,m,1,6833,2,69,22,672025.0,2.4570
-28642,m,1,6838,2,54,37,5183736.0,13.6095
-28642,m,1,6838,2,59,9,1306784.0,1.3769
-28642,m,1,6840,2,18,10,761625.0,1.7822
-28642,m,1,6841,2,13,10,1810528.0,1.2012
-28642,m,1,6843,2,18,4,922100.0,0.7921
-28642,m,1,6850,2,26,425,16280811,33.9869
-28642,m,1,6867,2,28,14,607130.0,0.4988
-28642,m,1,6871,2,36,1433,12641268,15.3768
-28642,m,1,6872,2,10,326,4277081.0,14.2480
-28642,m,1,6873,2,43,237,2708247.0,18.5841
-28642,m,1,6876,2,45,15,24610.0,1.2069
-28642,m,1,6881,2,8,29,444622.0,5.4902
-28642,m,1,6881,2,76,78,1220379.0,10.0865
-28642,m,1,6882,2,46,74,1242514.0,4.7000
-28642,m,1,6884,2,29,946,15556075,19.7418
-28642,m,1,6886,2,2,10445,10232760,45.7861
-28642,m,1,6886,2,76,3307,2858798.0,65.9942
-28642,m,1,6887,2,18,2555,1996292.0,49.5050
-28642,m,1,6891,2,57,415,953693.0,16.9844
-28642,m,1,6894,2,37,840,35410916,12.3628
-28642,m,1,6895,2,14,329,21882728,22.2989
-28642,m,1,6895,2,47,35,2340806.0,10.5660
-28642,m,1,6895,2,82,24,1626055.0,8.7963
-28642,m,1,6899,2,42,827,29487580,20.3963
-28642,m,1,6904,2,3,288,12141048,18.3199
-28642,m,1,6904,2,66,48,2009076.0,22.7545
-28642,m,1,6905,2,78,131,4059646.0,37.5691
-28642,m,1,6908,2,36,24,9609132.0,0.2276
-28642,m,1,6911,2,52,742,25226576,25.5269
-28642,m,1,6917,2,8,29,3471038.0,4.7059
-28642,m,1,6920,2,41,35,1865694.0,3.3141
-28642,m,1,6921,2,36,75,7847774.0,1.0116
-28642,m,1,6925,2,49,10,551493.0,1.6194
-28642,m,1,6929,2,9,69,5319729.0,9.0580
-28642,m,1,6935,2,22,4,67600.0,0.5952
-28642,m,1,6936,2,56,10,3063050.0,2.0408
-28642,m,1,6938,2,34,2696,18007192,19.5767
-28642,m,1,6953,2,36,68,19541358,1.2898
-28642,m,1,6959,2,16,491,8104706.0,22.3770
-28642,m,1,6963,2,38,50,1875558.0,15.0198
-28642,m,1,6972,2,2,2360,92260544,32.2592
-28642,m,1,6976,2,52,8,152096.0,0.2927
-28642,m,1,6977,2,22,54,245428.0,4.3651
-28642,m,1,6979,2,13,199,614388.0,6.1562
-28642,m,1,6982,2,43,21,100492.0,3.2448
-28642,m,1,6989,2,57,6,758025.0,0.8666
-28642,m,1,6993,2,55,7,45300.0,1.3730
-28642,m,1,6994,2,56,12,28295.0,0.6803
-28642,m,1,6997,2,29,12,30500.0,0.3797
-28642,m,1,7003,2,19,116,570100.0,7.5243
-28642,m,1,7020,2,50,1112,10186724,41.0463
-28642,m,1,7040,2,2,646,2485303.0,0.6020
-28642,m,1,7046,2,50,12,554450.0,1.1066
-28642,m,1,7063,2,80,3,221650.0,3.7500
-28642,m,1,7068,2,31,2377,62184704,72.0893
-28642,m,1,7069,2,10,11,309700.0,2.9024
-28642,m,1,7079,2,36,108,4206709.0,1.9980
-28642,m,1,7079,2,40,11,312794.0,0.6098
-28642,m,1,7083,2,1,21,460423.0,1.7189
-28642,m,1,7083,2,33,41,766726.0,3.0014
-28642,m,1,7083,2,67,47,948465.0,1.8957
-28642,m,1,7084,2,34,124,3317566.0,11.8166
-28642,m,1,7084,2,40,72,1885338.0,4.7038
-28642,m,1,7086,2,46,15,926113.0,1.2000
-28642,m,1,7088,2,13,7,312959.0,0.7508
-28642,m,1,7090,2,12,49,1128623.0,3.0710
-28642,m,1,7090,2,31,23,539064.0,2.2329
-28642,m,1,7090,2,84,52,1319600.0,7.0513
-28642,m,1,7096,2,3,78,2766849.0,4.0214
-28642,m,1,7096,2,67,260,9650017.0,12.7962
-28642,m,1,7101,2,36,64,17565652,0.7334
-28642,m,1,7103,2,4,213,44641936,13.8315
-28642,m,1,7104,2,81,14,2710343.0,1.6863
-28642,m,1,7107,2,33,3287,238788736,72.9877
-28642,m,1,7117,2,57,120,3297005.0,14.0381
-28642,m,1,7124,2,57,65,1533955.0,6.2392
-28642,m,1,7126,2,1,16,1146348.0,0.5056
-28642,m,1,7130,2,57,5,238560.0,0.6932
-28642,m,1,7132,2,84,36,279340.0,5.7692
-28642,m,1,7134,2,79,21,4436991.0,0.9969
-28642,m,1,7140,2,47,207,1544638.0,20.3774
-28642,m,1,7150,2,81,538,3951397.0,24.2833
-28642,m,1,7152,2,19,23,329511.0,2.1845
-28642,m,1,7155,2,10,108,2912793.0,12.9288
-28642,m,1,7155,2,75,56,1465924.0,8.0139
-28642,m,1,7158,2,52,280,6311160.0,3.6885
-28642,m,1,7162,2,1,276,2209019.0,13.2457
-28642,m,1,7162,2,57,49,291241.0,4.6794
-28642,m,1,7165,2,16,130,4671189.0,5.9836
-28642,m,1,7174,2,32,27,250951.0,0.8711
-28642,m,1,7185,2,45,1035,9732815.0,21.3793
-28642,m,1,7196,2,79,118,2088809.0,3.4268
-28642,m,1,7197,2,17,51,806417.0,2.7143
-28642,m,1,7218,2,37,156,8220940.0,1.7250
-28642,m,1,7223,2,53,50,685330.0,5.2632
-28642,m,1,7228,2,18,43,795885.0,4.7525
-28642,m,1,7229,2,81,721,8091657.0,40.9781
-28642,m,1,7241,2,31,124,5720603.0,10.3668
-28642,m,1,7241,2,51,6,359600.0,3.6810
-28642,m,1,7250,2,23,31,1406540.0,4.3307
-28642,m,1,7250,2,36,196,9405600.0,3.5660
-28642,m,1,7265,2,25,103,22244050,8.1654
-28642,m,1,7266,2,14,58,20379816,5.6322
-28642,m,1,7267,2,15,14,4719082.0,2.1359
-28642,m,1,7267,2,66,21,6207111.0,9.5808
-28642,m,1,7272,2,45,6,101632.0,0.8621
-28642,m,1,7275,2,69,49,259919.0,4.1769
-28642,m,1,7276,2,48,35,2732680.0,1.6192
-28642,m,1,7285,2,48,57,8769066.0,2.6801
-28642,m,1,7289,2,74,51,349110.0,8.0495
-28642,m,1,7300,2,26,67,573719.0,5.7190
-28642,m,1,7310,2,39,32,719373.0,4.8872
-28642,m,1,7315,2,11,62,4218940.0,3.6949
-28642,m,1,7316,2,41,61,3126689.0,4.8991
-28642,m,1,7317,2,14,453,6755160.0,28.9655
-28642,m,1,7322,2,66,10,441049.0,4.7904
-28642,m,1,7345,2,23,16,552470.0,1.3780
-28642,m,1,7358,2,48,46,562216.0,2.1217
-28642,m,1,7359,2,33,1548,14423376,41.4734
-28642,m,1,7367,2,30,8,89704.0,2.0772
-28642,m,1,7371,2,46,13,446100.0,1.2000
-28642,m,1,7373,2,43,12,2260034.0,2.9499
-28642,m,1,7376,2,59,75,1623420.0,6.8847
-28642,m,1,7376,2,66,12,279820.0,3.5928
-28642,m,1,7379,2,16,15,8007040.0,0.5738
-28642,m,1,7389,2,68,561,15121211,59.2233
-28642,m,1,7393,2,39,6,2400388.0,2.2556
-28642,m,1,7395,2,35,12,5468622.0,11.6667
-28642,m,1,7398,2,6,243,26948068,28.3379
-28642,m,1,7401,2,27,8,1516403.0,2.8070
-28642,m,1,7411,2,56,264,18098640,35.3741
-28642,m,1,7414,2,36,895,18232950,14.5675
-28642,m,1,7428,2,58,19,1493624.0,2.1008
-28642,m,1,7435,2,78,15,175263.0,6.6298
-28642,m,1,7441,2,55,4,382303.0,0.9153
-28642,m,1,7444,2,79,13,655592.0,0.6231
-28642,m,1,7448,2,14,14,289965.0,1.2644
-28642,m,1,7448,2,63,14,305546.0,2.5445
-28642,m,1,7449,2,74,51,999458.0,6.1920
-28642,m,1,7458,2,57,22,914572.0,3.1196
-28642,m,1,7463,2,67,49,861148.0,1.7773
-28642,m,1,7468,2,51,55,1900969.0,11.0429
-28642,m,1,7469,2,79,255,2677855.0,7.4143
-28642,m,1,7470,2,40,157,5602115.0,7.8397
-28642,m,1,7479,2,57,64,277542.0,2.4263
-28642,m,1,7480,2,74,16,147526.0,4.0248
-28642,m,1,7482,2,2,1383,11259000,12.3938
-28642,m,1,7487,2,22,1985,12118179,24.0079
-28642,m,1,7488,2,76,94,2946887.0,11.8156
-28642,m,1,7492,2,47,54,3311469.0,9.8113
-28642,m,1,7493,2,54,40,248392.0,10.0592
-28642,m,1,7497,2,14,4076,5467304.0,33.3333
-28642,m,1,7497,2,18,1065,1775334.0,21.9802
-28642,m,1,7499,2,66,247,1749047.0,25.7485
-28642,m,1,7500,2,25,63,1364620.0,5.4083
-28642,m,1,7506,2,15,7,81775.0,0.7767
-28642,m,1,7507,2,14,19,829825.0,1.8391
-28642,m,1,7514,2,8,75,2007669.0,8.6275
-28642,m,1,7516,2,28,168,9458079.0,9.6010
-28642,m,1,7520,2,1,758,14425571,33.0637
-28642,m,1,7520,2,62,768,14997906,28.3295
-28642,m,1,7522,2,53,11,350291.0,1.6018
-28642,m,1,7523,2,25,226,26860260,12.4072
-28642,m,1,7524,2,40,18,3797800.0,0.9582
-28642,m,1,7528,2,65,96,1031156.0,8.1772
-28642,m,1,7529,2,65,17,265397.0,1.7036
-28642,m,1,7529,2,70,39,493202.0,3.7175
-28642,m,1,7533,2,61,8,235800.0,4.8485
-28642,m,1,7535,2,16,21,1441260.0,1.3115
-28642,m,1,7542,2,13,20,624758.0,2.4024
-28642,m,1,7543,2,9,37,1232050.0,4.8913
-28642,m,1,7548,2,48,143,4749746.0,4.6901
-28642,m,1,7557,2,54,7,496220.0,2.9586
-28642,m,1,7558,2,22,7,131600.0,1.1905
-28642,m,1,7576,2,62,651,9788791.0,21.4781
-28642,m,1,7578,2,40,8,372495.0,0.4355
-28642,m,1,7578,2,65,12,624715.0,1.3629
-28642,m,1,7580,2,4,22,1074400.0,3.3386
-28642,m,1,7580,2,50,22,1056780.0,1.7103
-28642,m,1,7581,2,52,204,6477632.0,4.0398
-28642,m,1,7600,2,10,91,2332453.0,10.2902
-28642,m,1,7600,2,13,72,2129116.0,6.6066
-28642,m,1,7604,2,23,1127,18181548,41.3386
-28642,m,1,7609,2,75,5,167105.0,1.7422
-28642,m,1,7610,2,26,113,4162162.0,9.6405
-28642,m,1,7617,2,66,15,449656.0,6.5868
-28642,m,1,7624,2,40,2672,14213249,17.5087
-28642,m,1,7625,2,19,22,1117271.0,1.3350
-28642,m,1,7626,2,9,27,187909.0,3.2609
-28642,m,1,7634,2,16,10,271464.0,0.6557
-28642,m,1,7635,2,61,305,1408211.0,33.9394
-28642,m,1,7639,2,54,477,1642140.0,47.3373
-28642,m,1,7648,2,14,1074,9809473.0,37.9310
-28642,m,1,7648,2,20,32,185100.0,9.5238
-28642,m,1,7655,2,76,182,1529405.0,25.3602
-28642,m,1,7658,2,40,1082,11347254,28.1359
-28642,m,1,7662,2,49,697,8207747.0,26.9231
-28642,m,1,7665,2,40,1638,14777070,35.6272
-28642,m,1,7665,2,61,472,3093900.0,45.4545
-28642,m,1,7666,2,16,506,5894090.0,18.7705
-28642,m,1,7666,2,56,178,2467669.0,16.3265
-28642,m,1,7668,2,2,555,11142789,13.6331
-28642,m,1,7669,2,33,162,3601486.0,14.8704
-28642,m,1,7671,2,26,24,328691.0,2.2876
-28642,m,1,7675,2,42,1406,3706662.0,7.1096
-28642,m,1,7681,2,3,26,1633733.0,1.5192
-28642,m,1,7689,2,79,259,5121743.0,10.1558
-28642,m,1,7707,2,25,4,16715.0,0.4242
-28642,m,1,7718,2,60,35,2142154.0,5.6872
-28642,m,1,7725,2,81,114,4609295.0,10.1180
-28642,m,1,7727,2,11,17,144020.0,0.5959
-28642,m,1,7728,2,82,847,12358995,32.8704
-28642,m,1,7729,2,40,5,639630.0,0.3484
-28642,m,1,7739,2,31,78,2148918.0,8.7719
-28642,m,1,7741,2,17,40,3750153.0,2.2857
-28642,m,1,7743,2,11,8,897230.0,0.9535
-28642,m,1,7752,2,56,58,288482.0,4.7619
-28642,m,1,7765,2,5,20,171657.0,0.9901
-28642,m,1,7767,2,76,39,886300.0,7.4928
-28642,m,1,7774,2,17,597,66806616,20.0000
-28642,m,1,7781,2,39,11,321439.0,2.6316
-28642,m,1,7794,2,67,2220,49277288,48.4005
-28642,m,1,7806,2,80,34,359549.0,13.7500
-28642,m,1,7810,2,15,78,11282031,9.1262
-28642,m,1,7812,2,68,30,462724.0,4.5307
-28642,m,1,7816,2,13,31,453736.0,3.6036
-28642,m,1,7816,2,25,113,1608662.0,7.1050
-28642,m,1,7817,2,5,4,45080.0,0.2285
-28642,m,1,7818,2,67,25,705140.0,1.1256
-28642,m,1,7819,2,30,10,445633.0,2.3739
-28642,m,1,7821,2,1,145,4359383.0,6.4712
-28642,m,1,7836,2,5,11511,76699616,66.9459
-28642,m,1,7840,2,81,442,3539120.0,22.5970
-28642,m,1,7842,2,29,1966,3357435.0,20.5771
-28642,m,1,7844,2,84,95,403237.0,10.2564
-28642,m,1,7845,2,27,33,592597.0,6.6667
-28642,m,1,7862,2,9,169,6610498.0,15.2174
-28642,m,1,7862,2,81,354,9913276.0,27.9933
-28642,m,1,7866,2,80,10,72970.0,5.0000
-28642,m,1,7869,2,50,11,865280.0,0.9054
-28642,m,1,7870,2,55,173,7389023.0,27.4600
-28642,m,1,7870,2,63,51,2181045.0,8.9059
-28642,m,1,7877,2,32,17,394300.0,0.8711
-28642,m,1,7884,2,18,215,5692895.0,24.9505
-28642,m,1,7885,2,49,167,1956655.0,7.2874
-28642,m,1,7887,2,25,129,169603.0,5.0901
-28642,m,1,7890,2,38,29,1317215.0,7.9051
-28642,m,1,7900,2,55,13,414960.0,1.1442
-28642,m,1,7903,2,13,12,939100.0,1.6517
-28642,m,1,7908,2,48,2149,64862532,49.1346
-28642,m,1,7913,2,29,31,331590.0,1.4427
-28642,m,1,7915,2,25,91,3280813.0,6.9989
-28642,m,1,7917,2,32,82,901309.0,2.7294
-28642,m,1,7921,2,68,16,53090.0,2.2654
-28642,m,1,7923,2,14,431,14554864,29.4253
-28642,m,1,7933,2,37,169,848007.0,2.3262
-28642,m,1,7933,2,38,14,73570.0,2.3715
-28642,m,1,7937,2,23,6,176220.0,1.1811
-28642,m,1,7939,2,46,33,2146088.0,2.4000
-28642,m,1,7944,2,32,3593,89338312,36.2950
-28642,m,1,7944,2,40,762,21725628,24.3902
-28642,m,1,7953,2,45,271,6215455.0,18.6207
-28642,m,1,7962,2,57,3,77320.0,0.5199
-28642,m,1,7967,2,65,14,586950.0,2.2147
-28642,m,1,7970,2,42,51,1210988.0,1.7483
-28642,m,1,7974,2,27,9,267753.0,1.7544
-28642,m,1,7994,2,62,550,23450988,15.4734
-28642,m,1,7994,2,71,41,1564344.0,22.4138
-28642,m,1,8001,2,69,8,138511.0,0.7371
-28642,m,1,8005,2,49,39,2574918.0,6.0729
-28642,m,1,8006,2,57,13,1636611.0,2.0797
-28642,m,1,8014,2,33,34,1377568.0,1.0914
-28642,m,1,8027,2,48,16,4131280.0,0.7817
-28642,m,1,8031,2,84,90,4991696.0,11.1111
-28642,m,1,8046,2,30,328,5860541.0,28.7834
-28642,m,1,8049,2,34,72,933636.0,4.5855
-28642,m,1,8049,2,48,243,2948847.0,3.7409
-28642,m,1,8056,2,49,145,1401015.0,9.9190
-28642,m,1,8059,2,55,320,8934599.0,28.8330
-28642,m,1,8060,2,47,14,296500.0,1.8868
-28642,m,1,8060,2,50,340,7711669.0,9.2555
-28642,m,1,8061,2,4,262,11229814,17.8060
-28642,m,1,8065,2,69,50,652898.0,7.1253
-28642,m,1,8071,2,49,18,694220.0,3.0364
-28642,m,1,8074,2,30,5,202985.0,1.1869
-28642,m,1,8083,2,24,26,999707.0,13.3333
-28642,m,1,8090,2,2,272,32560324,6.5864
-28642,m,1,8093,2,10,1615,37737876,87.8628
-28642,m,1,8096,2,29,22,1719168.0,0.6074
-28642,m,1,8103,2,4,33,1625265.0,3.1797
-28642,m,1,8120,2,33,43,1299062.0,4.2292
-28642,m,1,8125,2,67,91,7046410.0,2.8436
-28642,m,1,8126,2,77,22,2467420.0,6.6914
-28642,m,1,8131,2,36,1213,22834050,11.7855
-28642,m,1,8132,2,14,53,1035540.0,4.4828
-28642,m,1,8134,2,79,180,316817.0,4.9221
-28642,m,1,8138,2,40,8,240154.0,0.5226
-28642,m,1,8140,2,47,80,405265.0,8.3019
-28642,m,1,8142,2,55,824,3848489.0,36.1556
-28642,m,1,8142,2,85,367,2471586.0,23.6246
-28642,m,1,8143,2,43,65,475595.0,4.7198
-28642,m,1,8145,2,84,312,2122890.0,9.4017
-28642,m,1,8149,2,37,426,192824.0,1.2546
-28642,m,1,8154,2,85,107,1281130.0,3.8835
-28642,m,1,8157,2,67,101,406059.0,0.7109
-28642,m,1,8158,2,13,569,2508723.0,28.9790
-28642,m,1,8159,2,25,20555,10252640,30.2227
-28642,m,1,8159,2,31,10010,5799363.0,29.6651
-28642,m,1,8160,2,73,68,685163.0,15.3257
-28642,m,1,8165,2,31,139,613694.0,3.3493
-28642,m,1,8174,2,30,2190,9000200.0,39.1691
-28642,m,1,8174,2,66,5038,15523057,62.8743
-28642,m,1,8176,2,22,322,233233.0,6.7460
-28642,m,1,8179,2,49,133,236247.0,2.6316
-28642,m,1,8183,2,34,52,517190.0,6.3492
-28642,m,1,8188,2,12,486,1513349.0,28.4069
-28642,m,1,8189,2,15,111,699498.0,11.0680
-28642,m,1,8190,2,72,32,38120.0,13.3333
-28642,m,1,8192,2,72,26,109030.0,4.7619
-28642,m,1,8193,2,29,102,326421.0,1.3667
-28642,m,1,8194,2,45,144,825697.0,6.7241
-28642,m,1,8199,2,3,170,551076.0,5.4513
-28642,m,1,8208,2,9,87,597884.0,6.5217
-28642,m,1,8208,2,67,13,81371.0,0.3555
-28642,m,1,8211,2,59,166,541559.0,4.4750
-28642,m,1,8213,2,17,382,1829411.0,9.7143
-28642,m,1,8214,2,15,48,327161.0,3.8835
-28642,m,1,8226,2,85,277,444657.0,4.5307
-28642,m,1,8229,2,29,4,12400.0,0.2278
-28642,m,1,8232,2,10,4,20820.0,0.7916
-28642,m,1,8238,2,15,1054,3785936.0,42.1359
-28642,m,1,8252,2,15,5,34584.0,0.5825
-28642,m,1,8264,2,21,452,14818268,24.3499
-28642,m,1,8270,2,37,5,68932.0,0.0784
-28642,m,1,8277,2,75,154,75201.0,3.8328
-28642,m,1,8282,2,60,1160,1926314.0,30.5687
-28642,m,1,8287,2,5,23,217380.0,0.9139
-28642,m,1,8290,2,66,5,46940.0,2.3952
-28642,m,1,8290,2,70,61,443717.0,11.1524
-28642,m,1,8291,2,43,167,367297.0,13.8643
-28642,m,1,8292,2,25,16,329726.0,1.1665
-28642,m,1,8299,2,31,37,51639.0,3.1898
-28642,m,1,8300,2,59,88,427720.0,7.5731
-28642,m,1,8302,2,57,75,1267891.0,3.9861
-28642,m,1,8310,2,43,233,2291708.0,17.9941
-28642,m,1,8313,2,68,76,1948099.0,12.2977
-28642,m,1,8319,2,80,14,922702.0,13.7500
-28642,m,1,8331,2,28,1608,61906944,50.2494
-28642,m,1,8332,2,75,3,68737.0,1.0453
-28642,m,1,8340,2,17,60,1900790.0,3.2857
-28642,m,1,8340,2,37,718,23682692,13.3037
-28642,m,1,8340,2,69,25,802022.0,5.1597
-28642,m,1,8346,2,45,81,2157692.0,11.3793
-28642,m,1,8350,2,10,58,1097874.0,12.4011
-28642,m,1,8352,2,31,109,1900188.0,13.7161
-28642,m,1,8352,2,55,70,1226923.0,12.3570
-28642,m,1,8353,2,85,60,2122110.0,14.2395
-28642,m,1,8361,2,46,475,7268161.0,34.1000
-28642,m,1,8361,2,50,336,4972135.0,23.2394
-28642,m,1,8361,2,62,481,7615498.0,25.2502
-28642,m,1,8362,2,84,2132,21586218,78.6325
-28642,m,1,8367,2,63,566,10367060,61.5776
-28642,m,1,8369,2,70,72,1132793.0,13.0112
-28642,m,1,8372,2,9,5271,34282776,89.1304
-28642,m,1,8373,2,7,75,972573.0,38.4615
-28642,m,1,8373,2,14,4389,59876572,79.5402
-28642,m,1,8376,2,6,2163,26268682,74.3869
-28642,m,1,8377,2,42,1013,26342378,50.3497
-28642,m,1,8388,2,14,133,23860824,9.3103
-28642,m,1,8389,2,71,120,6526738.0,74.1379
-28642,m,1,8400,2,33,9,1926199.0,1.2278
-28642,m,1,8412,2,11,48,18209908,3.6949
-28642,m,1,8412,2,16,58,22170278,3.4426
-28642,m,1,8424,2,36,306,11173497,4.2236
-28642,m,1,8427,2,67,13,1483658.0,0.6517
-28642,m,1,8430,2,14,646,3133485.0,33.2184
-28642,m,1,8436,2,79,112,1450158.0,3.3645
-28642,m,1,8445,2,34,431,29285644,27.3369
-28642,m,1,8450,2,15,39,6689918.0,5.4369
-28642,m,1,8450,2,29,174,32805052,8.8079
-28642,m,1,8456,2,12,8,1231309.0,1.5355
-28642,m,1,8456,2,21,7,1047891.0,1.4184
-28642,m,1,8480,2,76,8,419200.0,1.1527
-28642,m,1,8481,2,32,22,8392844.0,0.7549
-28642,m,1,8490,2,81,3,195360.0,0.5059
-28642,m,1,8492,2,51,86,2076915.0,20.8589
-28642,m,1,8493,2,65,60,1777615.0,6.9847
-28642,m,1,8505,2,59,4,144341.0,0.5164
-28642,m,1,8511,2,16,269,6267168.0,17.4590
-28642,m,1,8512,2,17,539,15766705,22.0000
-28642,m,1,8522,2,37,342,1393083.0,2.7967
-28642,m,1,8534,2,19,32,1751716.0,2.4272
-28642,m,1,8535,2,10,5,273422.0,1.0554
-28642,m,1,8540,2,59,50,3221773.0,5.5077
-28642,m,1,8541,2,51,20,491623.0,6.1350
-28642,m,1,8543,2,47,10,883130.0,2.6415
-28642,m,1,8547,2,1,6,768450.0,0.6067
-28642,m,1,8548,2,46,197,11702720,14.9000
-28642,m,1,8549,2,41,51,3899370.0,5.3314
-28642,m,1,8549,2,61,5,396900.0,3.0303
-28642,m,1,8559,2,4,711,41634916,39.2687
-28642,m,1,8559,2,24,53,4194344.0,29.5238
-28642,m,1,8565,2,41,88,12139714,5.6196
-28642,m,1,8567,2,36,38,4897552.0,0.7081
-28642,m,1,8579,2,78,26,3374589.0,7.1823
-28642,m,1,8581,2,59,6,2500460.0,0.6885
-28642,m,1,8584,2,19,3,584500.0,0.3641
-28642,m,1,8591,2,63,38,849250.0,1.7812
-28642,m,1,8597,2,21,812,12144824,56.9740
-28642,m,1,8601,2,30,5,84230.0,1.1869
-28642,m,1,8602,2,36,2019,43918304,29.7926
-28642,m,1,8603,2,24,163,6963347.0,49.5238
-28642,m,1,8609,2,54,308,857721.0,61.5385
-28642,m,1,8616,2,59,510,14922344,11.1876
-28642,m,1,8616,2,78,29,1193760.0,5.5249
-28642,m,1,8618,2,40,68,3279131.0,4.0941
-28642,m,1,8625,2,41,73,8872724.0,6.9164
-28642,m,1,8625,2,53,12,1487035.0,2.2883
-28642,m,1,8625,2,67,39,4194863.0,1.7773
-28642,m,1,8626,2,14,24,5073740.0,2.6437
-28642,m,1,8644,2,67,192,10497571,6.6943
-28642,m,1,8647,2,59,37,3271572.0,4.1308
-28642,m,1,8649,2,52,3776,55317236,61.4754
-28642,m,1,8650,2,80,32,1121948.0,25.0000
-28642,m,1,8656,2,45,154,4011741.0,12.9310
-28642,m,1,8656,2,52,625,16864052,16.9204
-28642,m,1,8656,2,54,31,904247.0,12.4260
-28642,m,1,8656,2,57,256,6500419.0,16.9844
-28642,m,1,8656,2,59,89,2600981.0,8.4337
-28642,m,1,8665,2,45,43,534519.0,4.4828
-28642,m,1,8670,2,83,27,81039.0,6.3830
-28642,m,1,8687,2,45,6,150701.0,0.8621
-28642,m,1,8692,2,67,734,54338720,17.5948
-28642,m,1,8693,2,23,167,19019068,18.7008
-28642,m,1,8700,2,23,12,649174.0,1.7717
-28642,m,1,8704,2,74,100,3031142.0,10.8359
-28642,m,1,8714,2,33,957,45499308,56.7531
-28642,m,1,8715,2,50,29,2013161.0,1.8109
-28642,m,1,8721,2,32,421,29483480,10.7433
-28642,m,1,8731,2,59,84,3798788.0,11.5318
-28642,m,1,8740,2,17,24,1150618.0,1.2857
-28642,m,1,8753,2,86,8,481426.0,16.2162
-28642,m,1,8755,2,47,250,7272439.0,44.5283
-28642,m,1,8764,2,81,15,180819.0,2.3609
-28642,m,1,8766,2,51,218,6085575.0,33.1288
-28642,m,1,8768,2,55,73,646279.0,11.8993
-28642,m,1,8771,2,10,190,6810085.0,29.2876
-28642,m,1,8771,2,49,285,10694626,31.5789
-28642,m,1,8772,2,37,20,1197286.0,0.4443
-28642,m,1,8779,2,27,3,243900.0,1.0526
-28642,m,1,8782,2,81,9504,114299288,97.8078
-28642,m,1,8786,2,56,92,1093572.0,10.2041
-28642,m,1,8789,2,16,32,1110476.0,1.9672
-28642,m,1,8792,2,2,9,369500.0,0.2125
-28642,m,1,8793,2,60,70,1092319.0,5.4502
-28642,m,1,8801,2,3,1103,14575358,28.3289
-28642,m,1,8806,2,5,1367,27108112,30.9216
-28642,m,1,8806,2,43,532,10939612,36.2832
-28642,m,1,8808,2,21,132,3558060.0,14.1844
-28642,m,1,8808,2,59,154,5093730.0,13.7694
-28642,m,1,8814,2,22,19,265990.0,3.3730
-28642,m,1,8814,2,43,71,910176.0,9.7345
-28642,m,1,8829,2,8,53,3615723.0,7.0588
-28642,m,1,8830,2,50,44,2280232.0,2.5151
-28642,m,1,8835,2,31,284,11455161,33.0144
-28642,m,1,8837,2,33,286,22144424,20.1910
-28642,m,1,8841,2,69,44,3617129.0,7.1253
-28642,m,1,8841,2,83,16,1114349.0,12.7660
-28642,m,1,8845,2,65,5,259500.0,0.6814
-28642,m,1,8848,2,22,46,1524998.0,6.5476
-28642,m,1,8850,2,14,1802,85144888,58.3908
-28642,m,1,8850,2,69,169,8209196.0,20.1474
-28642,m,1,8855,2,75,7,402490.0,2.0906
-28642,m,1,8862,2,56,70,2026627.0,7.9365
-28642,m,1,8865,2,83,70,4243050.0,21.2766
-28642,m,1,8868,2,65,21,2726610.0,2.0443
-28642,m,1,8869,2,76,5,255570.0,1.1527
-28642,m,1,8874,2,5,281,19578834,13.0998
-28642,m,1,8876,2,16,840,32492802,38.8525
-28642,m,1,8878,2,31,830,30126332,50.3987
-28642,m,1,8878,2,63,548,20190284,56.7430
-28642,m,1,8881,2,28,11,886978.0,1.3716
-28642,m,1,8886,2,3,21,446721.0,1.1618
-28642,m,1,8887,2,42,18,754148.0,1.5152
-28642,m,1,8903,2,22,1510,12975662,62.1032
-28642,m,1,8904,2,61,65,1064660.0,23.6364
-28642,m,1,8912,2,65,249,9000051.0,25.3833
-28642,m,1,8914,2,79,231,2598165.0,11.0903
-28642,m,1,8915,2,33,120,7952477.0,11.1869
-28642,m,1,8915,2,54,31,2102388.0,13.0178
-28642,m,1,8922,2,5,18,580354.0,1.2186
-28642,m,1,8925,2,23,65,2760193.0,10.8268
-28642,m,1,8925,2,34,84,3162942.0,9.5238
-28642,m,1,8925,2,73,79,3351266.0,17.2414
-28642,m,1,8925,2,78,22,812331.0,8.2873
-28642,m,1,8926,2,28,496,20208678,33.2918
-28642,m,1,8928,2,24,11,288708.0,9.5238
-28642,m,1,8928,2,35,7,197250.0,8.3333
-28642,m,1,8929,2,61,6,9125017.0,2.4242
-28642,m,1,8931,2,32,1443,144374256,38.6760
-28642,m,1,8936,2,16,208,4896771.0,10.7377
-28642,m,1,8941,2,27,41,5737062.0,9.4737
-28642,m,1,8947,2,23,10,615782.0,1.3780
