"days2100","period_type","gtin_classifier_id","gtin_cluster_id","sid_classifier_id","sid_cluster_id","cnt","price","selling_distribution"
-28642,m,1,2021,2,32,879,2945743.0,17.5377
-28642,m,1,2022,2,75,121,2638072.0,20.2091
-28642,m,1,2023,2,36,3088,121410192,32.5999
-28642,m,1,2023,2,63,592,23802492,55.4707
-28642,m,1,2023,2,75,1137,39793856,74.5645
-28642,m,1,2026,2,45,29,413666.0,4.3103
-28642,m,1,2027,2,74,392,9306385.0,22.9102
-28642,m,1,2031,2,18,90,3356916.0,14.6535
-28642,m,1,2031,2,85,49,2323115.0,11.6505
-28642,m,1,2033,2,46,139,2812835.0,10.9000
-28642,m,1,2034,2,55,6,471530.0,1.3730
-28642,m,1,2036,2,56,33,808909.0,6.3492
-28642,m,1,2037,2,14,7,268720.0,0.5747
-28642,m,1,2038,2,51,8,505627.0,4.2945
-28642,m,1,2047,2,72,20,944468.0,11.4286
-28642,m,1,2050,2,5,143,5661145.0,7.0069
-28642,m,1,2062,2,67,1233,5011628.0,17.0616
-28642,m,1,2069,2,18,9,3283567.0,1.5842
-28642,m,1,2069,2,22,18,6454830.0,2.9762
-28642,m,1,2071,2,47,57,1569640.0,16.2264
-28642,m,1,2085,2,11,7092,72407832,75.3278
-28642,m,1,2092,2,38,180,12449649,31.2253
-28642,m,1,2094,2,1,69,2083570.0,5.1567
-28642,m,1,2107,2,2,323,15024308,4.1431
-28642,m,1,2122,2,56,3,833620.0,0.6803
-28642,m,1,2123,2,43,8,1082219.0,0.8850
-28642,m,1,2126,2,33,143,21118276,13.3697
-28642,m,1,2128,2,35,53,1395667.0,21.6667
-28642,m,1,2130,2,6,199,6533190.0,27.7929
-28642,m,1,2138,2,23,537,28283944,50.7874
-28642,m,1,2145,2,20,43,440530.0,28.5714
-28642,m,1,2145,2,69,19,180720.0,3.1941
-28642,m,1,2146,2,48,3,106900.0,0.1675
-28642,m,1,2159,2,23,63,5722986.0,9.4488
-28642,m,1,2162,2,8,7,100300.0,1.1765
-28642,m,1,2163,2,6,9,149452.0,1.9074
-28642,m,1,2164,2,30,38,1284430.0,7.4184
-28642,m,1,2165,2,38,100,6582817.0,26.0870
-28642,m,1,2165,2,81,180,11761492,18.3811
-28642,m,1,2166,2,30,272,951161.0,27.5964
-28642,m,1,2171,2,84,155,362531.0,7.6923
-28642,m,1,2174,2,4,6767,31323436,70.5882
-28642,m,1,2175,2,19,1432,34772016,44.6602
-28642,m,1,2175,2,82,222,4995455.0,21.7593
-28642,m,1,2191,2,12,18,819240.0,3.0710
-28642,m,1,2191,2,54,24,1139428.0,8.8757
-28642,m,1,2194,2,27,13,689581.0,3.8596
-28642,m,1,2194,2,54,33,1933116.0,15.3846
-28642,m,1,2194,2,59,94,5396400.0,12.5645
-28642,m,1,2197,2,36,437,28383144,8.6242
-28642,m,1,2206,2,33,1480,10678466,23.1924
-28642,m,1,2208,2,9,8,167340.0,1.2681
-28642,m,1,2209,2,28,90,2030861.0,7.2319
-28642,m,1,2219,2,1,13,178924.0,0.8089
-28642,m,1,2220,2,81,22,500180.0,2.1922
-28642,m,1,2222,2,16,2177,7234038.0,32.4590
-28642,m,1,2224,2,38,29,145751.0,5.1383
-28642,m,1,2225,2,12,36,322002.0,3.0710
-28642,m,1,2243,2,49,337,6212220.0,23.2794
-28642,m,1,2244,2,27,51,1579126.0,12.2807
-28642,m,1,2245,2,41,10,368398.0,1.0086
-28642,m,1,2248,2,34,4,64692.0,0.7055
-28642,m,1,2248,2,45,8,133840.0,1.2069
-28642,m,1,2251,2,9,17,266540.0,2.8986
-28642,m,1,2254,2,1,768,4241641.0,19.9191
-28642,m,1,2258,2,54,88,1473027.0,22.4852
-28642,m,1,2269,2,4,46,579474.0,3.8156
-28642,m,1,2280,2,45,40,3295030.0,3.4483
-28642,m,1,2283,2,50,27,1302955.0,2.0121
-28642,m,1,2283,2,60,15,773600.0,2.1327
-28642,m,1,2295,2,78,6,1194092.0,2.2099
-28642,m,1,2299,2,59,4,498500.0,0.5164
-28642,m,1,2300,2,37,59,6767963.0,0.9671
-28642,m,1,2302,2,52,67,5682215.0,1.1124
-28642,m,1,2318,2,23,1611,88568608,64.9606
-28642,m,1,2324,2,18,42,2471924.0,7.3267
-28642,m,1,2327,2,77,31,1285530.0,10.0372
-28642,m,1,2328,2,20,10,626527.0,10.7143
-28642,m,1,2332,2,69,211,7363043.0,23.8329
-28642,m,1,2333,2,1,67,1670582.0,2.0222
-28642,m,1,2336,2,32,37,1852010.0,1.3937
-28642,m,1,2341,2,48,142,10736780,5.9185
-28642,m,1,2341,2,53,4,315292.0,0.9153
-28642,m,1,2342,2,80,14,768224.0,11.2500
-28642,m,1,2346,2,3,4108,151044432,80.5183
-28642,m,1,2346,2,75,861,30813790,75.9582
-28642,m,1,2353,2,27,243,2118004.0,9.4737
-28642,m,1,2357,2,66,5,123340.0,2.3952
-28642,m,1,2358,2,8,96,3724864.0,25.8824
-28642,m,1,2359,2,68,9,681220.0,2.2654
-28642,m,1,2360,2,51,34,1818956.0,12.2699
-28642,m,1,2360,2,76,135,5586016.0,22.4784
-28642,m,1,2361,2,43,77,3074400.0,15.6342
-28642,m,1,2362,2,78,76,4328932.0,22.0994
-28642,m,1,2365,2,2,26,3984475.0,0.8499
-28642,m,1,2365,2,70,4,606063.0,1.1152
-28642,m,1,2368,2,31,3213,212550080,83.5726
-28642,m,1,2373,2,67,222,14396802,9.5379
-28642,m,1,2375,2,25,48,3040456.0,3.9236
-28642,m,1,2378,2,10,6,416570.0,1.5831
-28642,m,1,2381,2,56,436,19773756,40.8163
-28642,m,1,2385,2,38,1693,60352816,78.6561
-28642,m,1,2394,2,15,5,288120.0,0.7767
-28642,m,1,2401,2,22,39,350282.0,4.7619
-28642,m,1,2408,2,48,354,2174824.0,9.3802
-28642,m,1,2410,2,42,7,61996.0,0.5828
-28642,m,1,2419,2,40,43,1117983.0,3.3101
-28642,m,1,2422,2,59,74,2736293.0,10.1549
-28642,m,1,2422,2,66,31,826781.0,11.3772
-28642,m,1,2423,2,1,470,4225764.0,29.0192
-28642,m,1,2428,2,57,141,1731210.0,16.2912
-28642,m,1,2428,2,83,3,34060.0,6.3830
-28642,m,1,2429,2,46,53,1623149.0,4.6000
-28642,m,1,2431,2,55,25,1031920.0,4.3478
-28642,m,1,2433,2,46,58,1746642.0,4.6000
-28642,m,1,2439,2,16,50,1967282.0,3.3607
-28642,m,1,2439,2,74,10,398515.0,2.7864
-28642,m,1,2441,2,74,435,13643876,54.4892
-28642,m,1,2443,2,80,6,277600.0,7.5000
-28642,m,1,2448,2,29,229,8481279.0,10.6302
-28642,m,1,2453,2,12,84,2894123.0,12.6679
-28642,m,1,2457,2,22,153,8193496.0,21.2302
-28642,m,1,2460,2,79,101,2486802.0,4.0498
-28642,m,1,2462,2,60,10,264800.0,2.1327
-28642,m,1,2469,2,42,114,6798330.0,7.8089
-28642,m,1,2473,2,50,25,931016.0,1.4085
-28642,m,1,2485,2,4,137,3020164.0,12.0827
-28642,m,1,2490,2,54,85,6719114.0,34.3195
-28642,m,1,2492,2,57,226,4041527.0,7.7990
-28642,m,1,2496,2,11,17,4033921.0,1.6687
-28642,m,1,2496,2,70,21,4928197.0,4.4610
-28642,m,1,2497,2,27,19,367200.0,2.1053
-28642,m,1,2500,2,23,1264,29321616,72.2441
-28642,m,1,2501,2,1,60,7164403.0,3.3367
-28642,m,1,2517,2,28,7,2316670.0,0.4988
-28642,m,1,2538,2,63,1945,4946639.0,29.0076
-28642,m,1,2542,2,22,128,1476595.0,6.3492
-28642,m,1,2542,2,26,20,279018.0,1.4706
-28642,m,1,2542,2,46,26,219400.0,1.1000
-28642,m,1,2542,2,56,153,1606443.0,9.0703
-28642,m,1,2545,2,24,203,1026353.0,20.0000
-28642,m,1,2553,2,71,31,419251.0,27.5862
-28642,m,1,2573,2,1,110,458476.0,3.2356
-28642,m,1,2593,2,53,292,1642200.0,17.1625
-28642,m,1,2593,2,85,164,832674.0,8.7379
-28642,m,1,2601,2,18,166,414233.0,10.4950
-28642,m,1,2604,2,4,6119,3341478.0,35.4531
-28642,m,1,2608,2,25,16,55879.0,0.9544
-28642,m,1,2610,2,13,207,2794746.0,15.1652
-28642,m,1,2611,2,61,41,593883.0,13.3333
-28642,m,1,2614,2,32,22,441843.0,0.9292
-28642,m,1,2615,2,46,40,90239.0,1.6000
-28642,m,1,2625,2,56,111,581721.0,9.9773
-28642,m,1,2630,2,79,40,662752.0,2.0561
-28642,m,1,2631,2,78,12,56740.0,3.8674
-28642,m,1,2633,2,2,79,1275321.0,1.9830
-28642,m,1,2636,2,6,45,1665047.0,4.0872
-28642,m,1,2636,2,56,31,1443752.0,3.8549
-28642,m,1,2646,2,54,41,15136601,20.1183
-28642,m,1,2646,2,71,3,1953970.0,5.1724
-28642,m,1,2648,2,79,14,10266655,0.8100
-28642,m,1,2649,2,37,7,144848.0,0.1830
-28642,m,1,2655,2,21,7,242667.0,1.6548
-28642,m,1,2655,2,46,43,1517538.0,3.8000
-28642,m,1,2673,2,30,10,53102.0,1.7804
-28642,m,1,2674,2,42,14,1719480.0,0.9324
-28642,m,1,2697,2,2,254,3934267.0,1.0623
-28642,m,1,2710,2,36,336,1153142.0,1.0369
-28642,m,1,2719,2,18,6,49537.0,0.9901
-28642,m,1,2725,2,23,5,15000.0,0.7874
-28642,m,1,2726,2,40,7,23205.0,0.6098
-28642,m,1,2728,2,17,11,24640.0,0.2857
-28642,m,1,2737,2,31,23,302908.0,2.7113
-28642,m,1,2740,2,30,151,627155.0,13.9466
-28642,m,1,2745,2,49,64,536978.0,5.4656
-28642,m,1,2746,2,79,181,776175.0,2.9907
-28642,m,1,2748,2,25,656,5643495.0,18.6638
-28642,m,1,2755,2,47,78,836963.0,13.2075
-28642,m,1,2758,2,26,322,2032337.0,14.7059
-28642,m,1,2761,2,42,151,731926.0,7.6923
-28642,m,1,2765,2,23,82,1591647.0,5.5118
-28642,m,1,2773,2,24,36,186264.0,5.7143
-28642,m,1,2775,2,29,136,1666450.0,4.6317
-28642,m,1,2784,2,48,665,1091424.0,8.1519
-28642,m,1,2787,2,34,451,341079.0,14.9912
-28642,m,1,2788,2,3,530,890339.0,10.9026
-28642,m,1,2788,2,24,57,106215.0,9.5238
-28642,m,1,2791,2,32,89,100881.0,2.0325
-28642,m,1,2802,2,50,178,314852.0,6.6398
-28642,m,1,2803,2,27,12,38640.0,2.8070
-28642,m,1,2803,2,46,10,33865.0,0.9000
-28642,m,1,2810,2,85,455,3099996.0,15.2104
-28642,m,1,2811,2,52,1699,2060190.0,10.2459
-28642,m,1,2814,2,52,54,100462.0,0.8197
-28642,m,1,2817,2,23,96,321177.0,5.3150
-28642,m,1,2817,2,76,40,134342.0,4.6110
-28642,m,1,2819,2,43,27,502795.0,4.7198
-28642,m,1,2822,2,32,715,29634734,17.1312
-28642,m,1,2822,2,56,147,6051576.0,17.4603
-28642,m,1,2823,2,2,5,60577.0,0.1416
-28642,m,1,2825,2,15,169,833364.0,12.4272
-28642,m,1,2831,2,83,16,39590.0,8.5106
-28642,m,1,2843,2,20,23,83600.0,5.9524
-28642,m,1,2850,2,23,26,657737.0,3.5433
-28642,m,1,2858,2,82,35,705068.0,9.7222
-28642,m,1,2859,2,6,24,737210.0,3.2698
-28642,m,1,2859,2,25,177,4774989.0,11.9830
-28642,m,1,2859,2,27,46,1243896.0,9.1228
-28642,m,1,2862,2,52,2411,23685964,18.5597
-28642,m,1,2862,2,64,24,307560.0,22.2222
-28642,m,1,2865,2,11,63,818176.0,5.7211
-28642,m,1,2875,2,15,15,102812.0,1.7476
-28642,m,1,2875,2,32,30,137020.0,0.6969
-28642,m,1,2879,2,16,1466,114095552,20.1639
-28642,m,1,2881,2,63,3594,2321258.0,27.7354
-28642,m,1,2887,2,75,13,191952.0,3.8328
-28642,m,1,2889,2,59,7,107716.0,1.0327
-28642,m,1,2891,2,5,20,159926.0,0.7616
-28642,m,1,2899,2,60,618,793301.0,7.1090
-28642,m,1,2903,2,84,75,1552086.0,4.9145
-28642,m,1,2908,2,40,5,13770.0,0.4355
-28642,m,1,2919,2,55,35,1438753.0,4.8055
-28642,m,1,2924,2,64,82,1221400.0,33.3333
-28642,m,1,2941,2,40,15,581650.0,0.9582
-28642,m,1,2957,2,15,18,2035324.0,2.5243
-28642,m,1,2967,2,36,7,137800.0,0.1265
-28642,m,1,2972,2,56,56,1586625.0,7.9365
-28642,m,1,2976,2,61,4,458975.0,2.4242
-28642,m,1,2997,2,33,18,211378.0,1.7735
-28642,m,1,3007,2,6,29,1772971.0,5.4496
-28642,m,1,3009,2,60,503,3503136.0,28.6730
-28642,m,1,3010,2,83,15,199935.0,14.8936
-28642,m,1,3021,2,76,337,1567684.0,5.4755
-28642,m,1,3030,2,51,5,93800.0,1.8405
-28642,m,1,3034,2,20,195,958407.0,54.7619
-28642,m,1,3034,2,23,611,3761960.0,34.6457
-28642,m,1,3038,2,75,130,981922.0,27.5261
-28642,m,1,3048,2,2,129,308823.0,2.1246
-28642,m,1,3048,2,11,139,331390.0,3.5757
-28642,m,1,3054,2,59,9,32920.0,1.0327
-28642,m,1,3058,2,2,3560,12237610,42.3867
-28642,m,1,3058,2,52,945,3774017.0,22.3068
-28642,m,1,3065,2,9,56,172254.0,5.0725
-28642,m,1,3065,2,36,229,741161.0,1.9221
-28642,m,1,3079,2,37,21,1479997.0,0.3136
-28642,m,1,3086,2,20,28,268560.0,9.5238
-28642,m,1,3086,2,59,36,272195.0,2.4096
-28642,m,1,3087,2,46,215,684333.0,5.5000
-28642,m,1,3087,2,58,178,493450.0,7.2829
-28642,m,1,3093,2,41,35,182200.0,0.8646
-28642,m,1,3096,2,12,90,902505.0,10.3647
-28642,m,1,3097,2,43,39,295086.0,2.6549
-28642,m,1,3102,2,17,21,143143.0,1.2143
-28642,m,1,3119,2,43,146,967022.0,21.5339
-28642,m,1,3128,2,9,18,80552.0,1.8116
-28642,m,1,3143,2,81,49,262902.0,5.9022
-28642,m,1,3146,2,71,22,80380.0,12.0690
-28642,m,1,3147,2,73,19,165983.0,2.6820
-28642,m,1,3154,2,15,62,193208.0,6.9903
-28642,m,1,3154,2,17,146,360731.0,5.5714
-28642,m,1,3162,2,21,112,525711.0,8.2742
-28642,m,1,3164,2,36,25,74630.0,0.1770
-28642,m,1,3172,2,1,29,137863.0,1.8200
-28642,m,1,3174,2,29,271,803566.0,8.1245
-28642,m,1,3177,2,18,24,126783.0,3.9604
-28642,m,1,3178,2,16,8,34166.0,0.4098
-28642,m,1,3182,2,53,41,139557.0,2.2883
-28642,m,1,3188,2,19,20,382700.0,1.3350
-28642,m,1,3188,2,24,4,152512.0,3.8095
-28642,m,1,3188,2,36,192,2928579.0,2.3520
-28642,m,1,3206,2,66,39,328459.0,14.3713
-28642,m,1,3207,2,26,205,584401.0,10.1307
-28642,m,1,3208,2,79,290,2394027.0,10.5919
-28642,m,1,3211,2,39,156,742012.0,18.4211
-28642,m,1,3212,2,7,11,79900.0,19.2308
-28642,m,1,3215,2,11,411,1750017.0,25.8641
-28642,m,1,3224,2,70,100,1509749.0,22.6766
-28642,m,1,3228,2,47,1034,1005893.0,29.8113
-28642,m,1,3231,2,26,1728,2164002.0,32.1895
-28642,m,1,3237,2,12,6,15368.0,0.9597
-28642,m,1,3237,2,57,40,76775.0,1.9064
-28642,m,1,3247,2,17,883,5142674.0,14.7143
-28642,m,1,3256,2,81,5,29150.0,0.6745
-28642,m,1,3264,2,28,205,521486.0,8.3541
-28642,m,1,3273,2,42,712,4994894.0,21.6783
-28642,m,1,3276,2,28,39,149652.0,2.4938
-28642,m,1,3276,2,67,116,634087.0,3.3175
-28642,m,1,3277,2,63,6,34800.0,1.0178
-28642,m,1,3292,2,16,79,1600478.0,3.4426
-28642,m,1,3292,2,61,8,215885.0,2.4242
-28642,m,1,3300,2,85,9,794386.0,2.2654
-28642,m,1,3309,2,16,284,1497613.0,11.3934
-28642,m,1,3313,2,45,219,707656.0,14.1379
-28642,m,1,3316,2,81,296,2749275.0,16.0202
-28642,m,1,3324,2,48,2160,5800246.0,14.7962
-28642,m,1,3332,2,70,4251,2189449.0,35.3160
-28642,m,1,3345,2,78,13,43060.0,2.7624
-28642,m,1,3348,2,17,34,773242.0,1.5714
-28642,m,1,3351,2,57,140,2360311.0,6.7591
-28642,m,1,3353,2,54,23,56500.0,4.1420
-28642,m,1,3353,2,73,75,246794.0,7.2797
-28642,m,1,3355,2,65,55,663846.0,5.9625
-28642,m,1,3358,2,48,55,2600853.0,2.6801
-28642,m,1,3364,2,4,36,540785.0,2.7027
-28642,m,1,3368,2,8,60,272020.0,2.7451
-28642,m,1,3372,2,81,604,20700440,40.3035
-28642,m,1,3375,2,32,236,2071969.0,4.1812
-28642,m,1,3375,2,62,247,2369607.0,8.3911
-28642,m,1,3376,2,9,98,1563400.0,8.5145
-28642,m,1,3379,2,9,13,57598.0,1.0870
-28642,m,1,3381,2,13,19,615460.0,1.0511
-28642,m,1,3384,2,1,394,1035574.0,5.2578
-28642,m,1,3385,2,37,1162,10384465,7.3706
-28642,m,1,3387,2,36,7,2854195.0,0.1770
-28642,m,1,3395,2,32,633,10551833,8.7108
-28642,m,1,3396,2,11,286,6434135.0,13.9452
-28642,m,1,3397,2,70,23,90986.0,3.3457
-28642,m,1,3397,2,81,3566,18989694,54.1315
-28642,m,1,3399,2,23,245,299082.0,7.8740
-28642,m,1,3405,2,6,60,143952.0,8.1744
-28642,m,1,3405,2,50,87,203084.0,5.3320
-28642,m,1,3406,2,3,103,122081.0,3.7534
-28642,m,1,3407,2,40,10208,15388899,32.6655
-28642,m,1,3407,2,46,14104,19111420,63.5000
-28642,m,1,3408,2,23,170,155775.0,5.7087
-28642,m,1,3412,2,16,1442,2622364.0,10.4918
-28642,m,1,3415,2,45,1350,2184077.0,48.1034
-28642,m,1,3417,2,67,1276,2839615.0,8.6493
-28642,m,1,3425,2,43,122,352130.0,4.4248
-28642,m,1,3426,2,25,14,83400.0,1.0604
-28642,m,1,3430,2,62,1697,75675320,55.8122
-28642,m,1,3434,2,83,70,3387342.0,19.1489
-28642,m,1,3437,2,76,209,6458636.0,28.2421
-28642,m,1,3442,2,83,56,1654913.0,25.5319
-28642,m,1,3447,2,17,50,7692030.0,2.6429
-28642,m,1,3450,2,16,116,1050288.0,6.6393
-28642,m,1,3455,2,86,20,538400.0,24.3243
-28642,m,1,3458,2,84,135,819417.0,9.4017
-28642,m,1,3462,2,41,299,2198706.0,10.6628
-28642,m,1,3463,2,30,56,601828.0,10.0890
-28642,m,1,3469,2,15,17,234250.0,2.1359
-28642,m,1,3471,2,34,59,584397.0,4.7619
-28642,m,1,3476,2,14,582,3810772.0,8.0460
-28642,m,1,3478,2,11,1209,16257794,55.4231
-28642,m,1,3479,2,72,26,88495.0,5.7143
-28642,m,1,3485,2,19,14,48060.0,0.4854
